evaluation_id,analysis_date,alert_id,alert_timestamp,alert_description,predicted_ttps,predicted_cves,real_ttps,real_cves,report_path,execution_time,token_usage,llm_calls,node_breakdown
EVAL-161304,2026-06-15 10:25:52.328228,1758565844.2499993,2025-09-22 18:30:44.772000+00:00,XSS (Cross Site Scripting) attempt.,"['T1189', 'T1190', 'T1059.007', 'T1595.002']",[],['T1059.007'],[],reports/EVAL-161304_report_1758565844.2499993.md,27.94,"{'prompt_tokens': 13682, 'completion_tokens': 2010, 'total_tokens': 15692}",3,"{""classification"": {""duration_s"": 1.52, ""prompt_tokens"": 1416, ""completion_tokens"": 214, ""total_tokens"": 1630}, ""alert_context_node"": {""duration_s"": 0.2, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.22, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.19, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.8, ""prompt_tokens"": 7846, ""completion_tokens"": 978, ""total_tokens"": 8824}, ""final_report_node"": {""duration_s"": 22.38, ""prompt_tokens"": 4420, ""completion_tokens"": 818, ""total_tokens"": 5238}}"
EVAL-161304,2026-06-15 10:35:03.062116,1758565844.2505264,2025-09-22 18:30:44.791000+00:00,Multiple XSS (Cross Site Scripting) attempts from same source ip.,"['T1189', 'T1190', 'T1059', 'T1595.003', 'T1059.007']",[],['T1059'],[],reports/EVAL-161304_report_1758565844.2505264.md,24.12,"{'prompt_tokens': 17338, 'completion_tokens': 1740, 'total_tokens': 19078}",3,"{""classification"": {""duration_s"": 10.74, ""prompt_tokens"": 3546, ""completion_tokens"": 128, ""total_tokens"": 3674}, ""alert_context_node"": {""duration_s"": 0.29, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.23, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 8.63, ""prompt_tokens"": 7351, ""completion_tokens"": 783, ""total_tokens"": 8134}, ""final_report_node"": {""duration_s"": 4.4, ""prompt_tokens"": 6441, ""completion_tokens"": 829, ""total_tokens"": 7270}}"
EVAL-161304,2026-06-15 10:35:12.071185,1758565845.2553189,2025-09-22 18:30:45.734000+00:00,Apache: Multiple Invalid URI requests from same source.,"['T1594', 'T1190', 'T1003.008']",[],['T1499'],[],reports/EVAL-161304_report_1758565845.2553189.md,9.01,"{'prompt_tokens': 13303, 'completion_tokens': 1642, 'total_tokens': 14945}",3,"{""classification"": {""duration_s"": 1.92, ""prompt_tokens"": 3296, ""completion_tokens"": 149, ""total_tokens"": 3445}, ""alert_context_node"": {""duration_s"": 0.22, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.12, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.14, ""prompt_tokens"": 5985, ""completion_tokens"": 728, ""total_tokens"": 6713}, ""final_report_node"": {""duration_s"": 3.7, ""prompt_tokens"": 4022, ""completion_tokens"": 765, ""total_tokens"": 4787}}"
EVAL-161304,2026-06-15 10:35:36.269141,1758565849.439895,2025-09-22 18:30:49.360000+00:00,Apache: Attempt to access forbidden directory index.,"['T1190', 'T1083']",[],['T1190'],[],reports/EVAL-161304_report_1758565849.439895.md,24.19,"{'prompt_tokens': 8720, 'completion_tokens': 1562, 'total_tokens': 10282}",3,"{""classification"": {""duration_s"": 1.19, ""prompt_tokens"": 1412, ""completion_tokens"": 114, ""total_tokens"": 1526}, ""alert_context_node"": {""duration_s"": 0.21, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.25, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 9.01, ""prompt_tokens"": 4975, ""completion_tokens"": 736, ""total_tokens"": 5711}, ""final_report_node"": {""duration_s"": 13.72, ""prompt_tokens"": 2333, ""completion_tokens"": 712, ""total_tokens"": 3045}}"
EVAL-161304,2026-06-15 10:35:46.475251,1758565850.4557383,2025-09-22 18:30:50.167000+00:00,SQL injection attempt.,"['T1190', 'T1595.002', 'T1046', 'T1594']",[],['T1190'],[],reports/EVAL-161304_report_1758565850.4557383.md,10.2,"{'prompt_tokens': 10844, 'completion_tokens': 1943, 'total_tokens': 12787}",3,"{""classification"": {""duration_s"": 1.58, ""prompt_tokens"": 1422, ""completion_tokens"": 205, ""total_tokens"": 1627}, ""alert_context_node"": {""duration_s"": 0.21, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.21, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.2, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.89, ""prompt_tokens"": 5747, ""completion_tokens"": 998, ""total_tokens"": 6745}, ""final_report_node"": {""duration_s"": 4.51, ""prompt_tokens"": 3675, ""completion_tokens"": 740, ""total_tokens"": 4415}}"
EVAL-161304,2026-06-15 10:36:00.858837,1758565857.7405014,2025-09-22 18:30:57.827000+00:00,PHP CGI-bin vulnerability attempt.,"['T1190', 'T1595.002', 'T1594']",['CVE-2012-1823'],['T1210'],[],reports/EVAL-161304_report_1758565857.7405014.md,14.38,"{'prompt_tokens': 14385, 'completion_tokens': 2013, 'total_tokens': 16398}",3,"{""classification"": {""duration_s"": 2.35, ""prompt_tokens"": 1288, ""completion_tokens"": 211, ""total_tokens"": 1499}, ""alert_context_node"": {""duration_s"": 0.24, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.17, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.34, ""prompt_tokens"": 5876, ""completion_tokens"": 940, ""total_tokens"": 6816}, ""final_report_node"": {""duration_s"": 7.42, ""prompt_tokens"": 7221, ""completion_tokens"": 862, ""total_tokens"": 8083}}"
EVAL-161304,2026-06-15 10:36:31.629801,1760440036.1013126,2025-10-14 11:07:16.201000+00:00,Executed recursive query of all files using ls command.,"['T1083', 'T1548.001', 'T1119', 'T1005']",[],['T1083'],[],reports/EVAL-161304_report_1760440036.1013126.md,30.77,"{'prompt_tokens': 12480, 'completion_tokens': 1670, 'total_tokens': 14150}",3,"{""classification"": {""duration_s"": 9.88, ""prompt_tokens"": 3316, ""completion_tokens"": 137, ""total_tokens"": 3453}, ""alert_context_node"": {""duration_s"": 0.25, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 13.98, ""prompt_tokens"": 5201, ""completion_tokens"": 722, ""total_tokens"": 5923}, ""final_report_node"": {""duration_s"": 6.65, ""prompt_tokens"": 3963, ""completion_tokens"": 811, ""total_tokens"": 4774}}"
EVAL-161304,2026-06-15 10:36:47.091702,1765797046.991278,2025-12-15 11:10:46.939000+00:00,Interface entered in promiscuous(sniffing) mode.,['T1040'],[],['T1040'],[],reports/EVAL-161304_report_1765797046.991278.md,15.46,"{'prompt_tokens': 9225, 'completion_tokens': 1578, 'total_tokens': 10803}",3,"{""classification"": {""duration_s"": 7.99, ""prompt_tokens"": 1186, ""completion_tokens"": 116, ""total_tokens"": 1302}, ""alert_context_node"": {""duration_s"": 0.23, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.19, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.33, ""prompt_tokens"": 6226, ""completion_tokens"": 749, ""total_tokens"": 6975}, ""final_report_node"": {""duration_s"": 3.9, ""prompt_tokens"": 1813, ""completion_tokens"": 713, ""total_tokens"": 2526}}"
EVAL-BC7AB0,2026-06-15 13:01:30.034914,1758566220.114981,2025-09-22 18:37:00.601000+00:00,Processes running for all users were queried with ps command.,['T1057'],[],['T1057'],[],reports/EVAL-BC7AB0_report_1758566220.114981.md,17.03,"{'prompt_tokens': 10228, 'completion_tokens': 1574, 'total_tokens': 11802}",3,"{""classification"": {""duration_s"": 2.56, ""prompt_tokens"": 3005, ""completion_tokens"": 117, ""total_tokens"": 3122}, ""alert_context_node"": {""duration_s"": 3.87, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.12, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 6.78, ""prompt_tokens"": 4946, ""completion_tokens"": 729, ""total_tokens"": 5675}, ""final_report_node"": {""duration_s"": 3.62, ""prompt_tokens"": 2277, ""completion_tokens"": 728, ""total_tokens"": 3005}}"
EVAL-BC7AB0,2026-06-15 13:01:54.988610,1758567061.1156068,2025-09-22 18:51:01.034000+00:00,sshd: authentication success.,"['T1021.004', 'T1098.004', 'T1078']",[],"['T1078', 'T1021']",[],reports/EVAL-BC7AB0_report_1758567061.1156068.md,24.95,"{'prompt_tokens': 10107, 'completion_tokens': 1631, 'total_tokens': 11738}",3,"{""classification"": {""duration_s"": 10.62, ""prompt_tokens"": 1469, ""completion_tokens"": 113, ""total_tokens"": 1582}, ""alert_context_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.13, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 8.55, ""prompt_tokens"": 5451, ""completion_tokens"": 748, ""total_tokens"": 6199}, ""final_report_node"": {""duration_s"": 5.58, ""prompt_tokens"": 3187, ""completion_tokens"": 770, ""total_tokens"": 3957}}"
EVAL-BC7AB0,2026-06-15 13:02:18.251134,1758567061.115612,2025-09-22 18:51:01.061000+00:00,PAM: Login session opened.,"['T1021', 'T1021.004', 'T1078']",[],['T1078'],[],reports/EVAL-BC7AB0_report_1758567061.115612.md,23.26,"{'prompt_tokens': 9648, 'completion_tokens': 1684, 'total_tokens': 11332}",3,"{""classification"": {""duration_s"": 9.55, ""prompt_tokens"": 1339, ""completion_tokens"": 111, ""total_tokens"": 1450}, ""alert_context_node"": {""duration_s"": 0.19, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.15, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.31, ""prompt_tokens"": 5086, ""completion_tokens"": 730, ""total_tokens"": 5816}, ""final_report_node"": {""duration_s"": 10.18, ""prompt_tokens"": 3223, ""completion_tokens"": 843, ""total_tokens"": 4066}}"
EVAL-BC7AB0,2026-06-15 13:02:33.972827,1758567062.115628,2025-09-22 18:51:02.101000+00:00,Wazuh agent stopped.,"['T1685', 'T1489']",[],['T1685'],[],reports/EVAL-BC7AB0_report_1758567062.115628.md,15.72,"{'prompt_tokens': 7959, 'completion_tokens': 1502, 'total_tokens': 9461}",3,"{""classification"": {""duration_s"": 1.28, ""prompt_tokens"": 1195, ""completion_tokens"": 117, ""total_tokens"": 1312}, ""alert_context_node"": {""duration_s"": 0.21, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.19, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.7, ""prompt_tokens"": 4585, ""completion_tokens"": 734, ""total_tokens"": 5319}, ""final_report_node"": {""duration_s"": 10.51, ""prompt_tokens"": 2179, ""completion_tokens"": 651, ""total_tokens"": 2830}}"
EVAL-BC7AB0,2026-06-15 13:02:42.794058,1758567202.1156735,2025-09-22 18:53:22.278000+00:00,First time user executed sudo.,"['T1548.003', 'T1548']",[],['T1548.003'],[],reports/EVAL-BC7AB0_report_1758567202.1156735.md,8.82,"{'prompt_tokens': 8712, 'completion_tokens': 1591, 'total_tokens': 10303}",3,"{""classification"": {""duration_s"": 1.08, ""prompt_tokens"": 1207, ""completion_tokens"": 125, ""total_tokens"": 1332}, ""alert_context_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.15, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.55, ""prompt_tokens"": 5074, ""completion_tokens"": 760, ""total_tokens"": 5834}, ""final_report_node"": {""duration_s"": 3.99, ""prompt_tokens"": 2431, ""completion_tokens"": 706, ""total_tokens"": 3137}}"
EVAL-BC7AB0,2026-06-15 13:03:02.891073,1758567202.1156857,2025-09-22 18:53:22.295000+00:00,Successful sudo executed.,['T1548.003'],[],['T1548.003'],[],reports/EVAL-BC7AB0_report_1758567202.1156857.md,20.09,"{'prompt_tokens': 10648, 'completion_tokens': 1819, 'total_tokens': 12467}",3,"{""classification"": {""duration_s"": 2.04, ""prompt_tokens"": 1377, ""completion_tokens"": 181, ""total_tokens"": 1558}, ""alert_context_node"": {""duration_s"": 0.2, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.23, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.2, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 6.93, ""prompt_tokens"": 7296, ""completion_tokens"": 911, ""total_tokens"": 8207}, ""final_report_node"": {""duration_s"": 10.87, ""prompt_tokens"": 1975, ""completion_tokens"": 727, ""total_tokens"": 2702}}"
EVAL-BC7AB0,2026-06-15 13:03:11.360038,1758567362.115914,2025-09-22 18:56:02.451000+00:00,New user added to the system.,"['T1136.001', 'T1136']",[],['T1136'],[],reports/EVAL-BC7AB0_report_1758567362.115914.md,8.47,"{'prompt_tokens': 8112, 'completion_tokens': 1648, 'total_tokens': 9760}",3,"{""classification"": {""duration_s"": 1.28, ""prompt_tokens"": 1549, ""completion_tokens"": 111, ""total_tokens"": 1660}, ""alert_context_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.17, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.17, ""prompt_tokens"": 4606, ""completion_tokens"": 764, ""total_tokens"": 5370}, ""final_report_node"": {""duration_s"": 3.81, ""prompt_tokens"": 1957, ""completion_tokens"": 773, ""total_tokens"": 2730}}"
EVAL-BC7AB0,2026-06-15 13:03:47.946922,1758567542.115997,2025-09-22 18:59:02.613000+00:00,Successful sudo to ROOT executed.,"['T1548.003', 'T1120', 'T1082']",[],['T1548.003'],[],reports/EVAL-BC7AB0_report_1758567542.115997.md,36.58,"{'prompt_tokens': 9420, 'completion_tokens': 1450, 'total_tokens': 10870}",3,"{""classification"": {""duration_s"": 9.6, ""prompt_tokens"": 1421, ""completion_tokens"": 113, ""total_tokens"": 1534}, ""alert_context_node"": {""duration_s"": 0.19, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.2, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 15.64, ""prompt_tokens"": 5380, ""completion_tokens"": 697, ""total_tokens"": 6077}, ""final_report_node"": {""duration_s"": 11.13, ""prompt_tokens"": 2619, ""completion_tokens"": 640, ""total_tokens"": 3259}}"
EVAL-BC7AB0,2026-06-15 13:04:02.592003,1758565836.169357,2025-09-22 18:30:36.127000+00:00,Multiple web server 400 error codes from same source ip.,"['T1595.002', 'T1046', 'T1594']",[],['T1595.002'],[],reports/EVAL-BC7AB0_report_1758565836.169357.md,14.64,"{'prompt_tokens': 14105, 'completion_tokens': 1669, 'total_tokens': 15774}",3,"{""classification"": {""duration_s"": 7.33, ""prompt_tokens"": 3631, ""completion_tokens"": 146, ""total_tokens"": 3777}, ""alert_context_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.16, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.38, ""prompt_tokens"": 6667, ""completion_tokens"": 791, ""total_tokens"": 7458}, ""final_report_node"": {""duration_s"": 3.73, ""prompt_tokens"": 3807, ""completion_tokens"": 732, ""total_tokens"": 4539}}"
EVAL-BC7AB0,2026-06-15 13:04:18.176979,1758565836.1733773,2025-09-22 18:30:36.260000+00:00,Suspicious URL access.,"['T1595.002', 'T1594', 'T1190']",[],['T1055'],[],reports/EVAL-BC7AB0_report_1758565836.1733773.md,15.58,"{'prompt_tokens': 10441, 'completion_tokens': 1974, 'total_tokens': 12415}",3,"{""classification"": {""duration_s"": 7.91, ""prompt_tokens"": 1415, ""completion_tokens"": 198, ""total_tokens"": 1613}, ""alert_context_node"": {""duration_s"": 0.34, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.37, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.37, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.77, ""prompt_tokens"": 5818, ""completion_tokens"": 1008, ""total_tokens"": 6826}, ""final_report_node"": {""duration_s"": 3.51, ""prompt_tokens"": 3208, ""completion_tokens"": 768, ""total_tokens"": 3976}}"
EVAL-BC7AB0,2026-06-15 13:04:32.971713,1758565842.190893,2025-09-22 18:30:42.254000+00:00,Common web attack.,"['T1190', 'T1003.008', 'T1595.002']","['CVE-2020-3452', 'CVE-2025-68645']","['T1055', 'T1083', 'T1190']",[],reports/EVAL-BC7AB0_report_1758565842.190893.md,14.79,"{'prompt_tokens': 13076, 'completion_tokens': 1904, 'total_tokens': 14980}",3,"{""classification"": {""duration_s"": 1.32, ""prompt_tokens"": 1529, ""completion_tokens"": 217, ""total_tokens"": 1746}, ""alert_context_node"": {""duration_s"": 0.19, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.22, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.22, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.42, ""prompt_tokens"": 6453, ""completion_tokens"": 908, ""total_tokens"": 7361}, ""final_report_node"": {""duration_s"": 8.81, ""prompt_tokens"": 5094, ""completion_tokens"": 779, ""total_tokens"": 5873}}"
EVAL-BC7AB0,2026-06-15 13:05:00.411619,1758565844.2307162,2025-09-22 18:30:44.272000+00:00,Multiple common web attacks from same source ip.,"['T1046', 'T1190', 'T1210', 'T1595.002']",['CVE-2025-24813'],"['T1055', 'T1083']",[],reports/EVAL-BC7AB0_report_1758565844.2307162.md,27.44,"{'prompt_tokens': 17582, 'completion_tokens': 2124, 'total_tokens': 19706}",3,"{""classification"": {""duration_s"": 2.04, ""prompt_tokens"": 3365, ""completion_tokens"": 228, ""total_tokens"": 3593}, ""alert_context_node"": {""duration_s"": 0.16, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.16, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.16, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 5.35, ""prompt_tokens"": 7979, ""completion_tokens"": 1021, ""total_tokens"": 9000}, ""final_report_node"": {""duration_s"": 19.88, ""prompt_tokens"": 6238, ""completion_tokens"": 875, ""total_tokens"": 7113}}"
EVAL-BC7AB0,2026-06-15 13:05:24.076401,1758565844.2499993,2025-09-22 18:30:44.772000+00:00,XSS (Cross Site Scripting) attempt.,"['T1190', 'T1595.002', 'T1059']",[],['T1059.007'],[],reports/EVAL-BC7AB0_report_1758565844.2499993.md,23.66,"{'prompt_tokens': 11424, 'completion_tokens': 1976, 'total_tokens': 13400}",3,"{""classification"": {""duration_s"": 5.81, ""prompt_tokens"": 1533, ""completion_tokens"": 193, ""total_tokens"": 1726}, ""alert_context_node"": {""duration_s"": 0.16, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.19, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.19, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.71, ""prompt_tokens"": 6312, ""completion_tokens"": 962, ""total_tokens"": 7274}, ""final_report_node"": {""duration_s"": 13.94, ""prompt_tokens"": 3579, ""completion_tokens"": 821, ""total_tokens"": 4400}}"
EVAL-BC7AB0,2026-06-15 13:05:53.904173,1758565844.2505264,2025-09-22 18:30:44.791000+00:00,Multiple XSS (Cross Site Scripting) attempts from same source ip.,"['T1189', 'T1595.002', 'T1190', 'T1595.003']",[],['T1059'],[],reports/EVAL-BC7AB0_report_1758565844.2505264.md,29.83,"{'prompt_tokens': 16792, 'completion_tokens': 1801, 'total_tokens': 18593}",3,"{""classification"": {""duration_s"": 7.08, ""prompt_tokens"": 3663, ""completion_tokens"": 135, ""total_tokens"": 3798}, ""alert_context_node"": {""duration_s"": 0.17, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.14, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 10.85, ""prompt_tokens"": 7758, ""completion_tokens"": 845, ""total_tokens"": 8603}, ""final_report_node"": {""duration_s"": 11.71, ""prompt_tokens"": 5371, ""completion_tokens"": 821, ""total_tokens"": 6192}}"
EVAL-BC7AB0,2026-06-15 13:06:06.634875,1758565845.2553189,2025-09-22 18:30:45.734000+00:00,Apache: Multiple Invalid URI requests from same source.,"['T1190', 'T1594', 'T1071.001']",[],['T1499'],[],reports/EVAL-BC7AB0_report_1758565845.2553189.md,12.73,"{'prompt_tokens': 13380, 'completion_tokens': 1731, 'total_tokens': 15111}",3,"{""classification"": {""duration_s"": 2.26, ""prompt_tokens"": 3413, ""completion_tokens"": 180, ""total_tokens"": 3593}, ""alert_context_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.19, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.51, ""prompt_tokens"": 6044, ""completion_tokens"": 783, ""total_tokens"": 6827}, ""final_report_node"": {""duration_s"": 6.75, ""prompt_tokens"": 3923, ""completion_tokens"": 768, ""total_tokens"": 4691}}"
EVAL-BC7AB0,2026-06-15 13:06:14.680428,1758565849.439895,2025-09-22 18:30:49.360000+00:00,Apache: Attempt to access forbidden directory index.,['T1083'],[],['T1190'],[],reports/EVAL-BC7AB0_report_1758565849.439895.md,8.04,"{'prompt_tokens': 7124, 'completion_tokens': 1443, 'total_tokens': 8567}",3,"{""classification"": {""duration_s"": 1.41, ""prompt_tokens"": 1529, ""completion_tokens"": 134, ""total_tokens"": 1663}, ""alert_context_node"": {""duration_s"": 0.15, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.1, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 3.13, ""prompt_tokens"": 4095, ""completion_tokens"": 710, ""total_tokens"": 4805}, ""final_report_node"": {""duration_s"": 3.35, ""prompt_tokens"": 1500, ""completion_tokens"": 599, ""total_tokens"": 2099}}"
EVAL-BC7AB0,2026-06-15 13:06:36.505519,1758565850.4557383,2025-09-22 18:30:50.167000+00:00,SQL injection attempt.,"['T1190', 'T1595.002', 'T1046', 'T1071.001']",['CVE-2023-34362'],['T1190'],[],reports/EVAL-BC7AB0_report_1758565850.4557383.md,21.82,"{'prompt_tokens': 12067, 'completion_tokens': 2010, 'total_tokens': 14077}",3,"{""classification"": {""duration_s"": 13.2, ""prompt_tokens"": 1539, ""completion_tokens"": 181, ""total_tokens"": 1720}, ""alert_context_node"": {""duration_s"": 0.15, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.17, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.18, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.11, ""prompt_tokens"": 6289, ""completion_tokens"": 1027, ""total_tokens"": 7316}, ""final_report_node"": {""duration_s"": 4.32, ""prompt_tokens"": 4239, ""completion_tokens"": 802, ""total_tokens"": 5041}}"
EVAL-BC7AB0,2026-06-15 13:06:54.662956,1758565857.7405014,2025-09-22 18:30:57.827000+00:00,PHP CGI-bin vulnerability attempt.,"['T1190', 'T1046', 'T1595.002', 'T1595.003']",['CVE-2012-1823'],['T1210'],[],reports/EVAL-BC7AB0_report_1758565857.7405014.md,18.16,"{'prompt_tokens': 14465, 'completion_tokens': 1974, 'total_tokens': 16439}",3,"{""classification"": {""duration_s"": 9.96, ""prompt_tokens"": 1405, ""completion_tokens"": 182, ""total_tokens"": 1587}, ""alert_context_node"": {""duration_s"": 0.15, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""cve_search_node"": {""duration_s"": 0.13, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""mitre_search_node"": {""duration_s"": 0.13, ""prompt_tokens"": 0, ""completion_tokens"": 0, ""total_tokens"": 0}, ""validation_node"": {""duration_s"": 4.12, ""prompt_tokens"": 5429, ""completion_tokens"": 950, ""total_tokens"": 6379}, ""final_report_node"": {""duration_s"": 3.91, ""prompt_tokens"": 7631, ""completion_tokens"": 842, ""total_tokens"": 8473}}"
